code,tournament,bid,seed,rWon,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate,trips,doubs,octas,quarters,semis,finals,elimsw,gotBid,facGotBid
Clovis North SD,Loyola,Semis,63,1,Clovis North,male,108.2,0,California,California,2018,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Elite of Irvine DC,Loyola,Semis,62,1,Elite of Irvine,male,108.84,0,California,California,2018,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake IP,Loyola,Semis,35,3,Harvard-Westlake,female,113.2,1,California,California,2018,0,Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake WP,Loyola,Semis,36,3,Harvard-Westlake,male,113.1,1,California,California,2018,1,Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Immaculate Heart DD,Loyola,Semis,20,4,Immaculate Heart,female,114.4,0,California,California,2018,0,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
La Reina ES,Loyola,Semis,50,2,La Reina,female,111.9,0,California,California,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Los Altos DV,Loyola,Semis,49,2,Los Altos,male,111.9,0,California,California,2018,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lynbrook YZ,Loyola,Semis,45,2,Lynbrook,female,112.26,0,California,California,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Marlborough CC,Loyola,Semis,60,1,Marlborough,female,110,0,California,California,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Marlborough MC,Loyola,Semis,42,2,Marlborough,female,112.9,0,California,California,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
MV Independent LH,Loyola,Semis,44,2,MV Independent,female,112.7,0,California,California,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto Independent FZ,Loyola,Semis,46,2,Palo Alto Independent,female,112.2,0,California,California,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Peninsula IG,Loyola,Semis,15,4,Peninsula,male,115,1,California,California,2018,1,Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Servite PA,Loyola,Semis,28,3,Servite,male,114,0,California,California,2018,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Crossroads NS,Loyola,Semis,4,5,Crossroads,male,116.4,0,California,California,2017,1,non-Powerhouse,instate,1,NA,1,1,1,0,-1,2,1,Bid
Harvard-Westlake EE,Loyola,Semis,24,4,Harvard-Westlake,male,113.6,1,California,California,2017,1,Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Immaculate Heart DE,Loyola,Semis,59,2,Immaculate Heart,female,107.64,0,California,California,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
La Canada AZ,Loyola,Semis,11,4,La Canada,male,115.5,0,California,California,2017,1,non-Powerhouse,instate,1,NA,1,1,0,-1,-1,0,0,NoBid
Lynbrook HW,Loyola,Semis,21,4,Lynbrook,male,114,0,California,California,2017,1,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Lynbrook VV,Loyola,Semis,26,4,Lynbrook,male,113.2,0,California,California,2017,1,non-Powerhouse,instate,1,NA,1,1,0,-1,-1,0,0,NoBid
MV Independent OZ,Loyola,Semis,22,4,MV Independent,male,114,0,California,California,2017,1,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Oakwood School - North Hollywood AB,Loyola,Semis,29,3,Oakwood School - North Hollywood,male,114,0,California,California,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Oakwood School - North Hollywood AM,Loyola,Semis,23,4,Oakwood School - North Hollywood,male,113.8,0,California,California,2017,1,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Palo Alto Independent CF,Loyola,Semis,43,2,Palo Alto Independent,male,112.9,0,California,California,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto Independent ET,Loyola,Semis,39,3,Palo Alto Independent,male,112,0,California,California,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Peninsula JL,Loyola,Semis,2,5,Peninsula,male,117,1,California,California,2017,1,Powerhouse,instate,1,NA,1,1,1,0,-1,2,1,Bid
Peninsula JLe,Loyola,Semis,41,2,Peninsula,female,113.2,1,California,California,2017,0,Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West Ranch JW,Loyola,Semis,53,2,West Ranch,male,111,0,California,California,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Brentwood CH,Loyola,Semis,17,4,Brentwood,female,114.8,1,California,California,2016,0,Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Brentwood JR,Loyola,Semis,10,4,Brentwood,male,115.6,1,California,California,2016,1,Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Chaminade CP ER,Loyola,Semis,6,5,Chaminade CP,male,116,0,California,California,2016,1,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Del Mar AS,Loyola,Semis,33,3,Del Mar,male,113.6,0,California,California,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Del Mar NK,Loyola,Semis,27,3,Del Mar,male,114.1,0,California,California,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake CC,Loyola,Semis,3,5,Harvard-Westlake,male,116.7,1,California,California,2016,1,Powerhouse,instate,1,NA,1,1,1,1,1,5,1,Bid
Harvard-Westlake NS,Loyola,Semis,9,4,Harvard-Westlake,male,116.8,1,California,California,2016,1,Powerhouse,instate,1,NA,1,1,1,1,1,5,1,Bid
Immaculate Heart LM,Loyola,Semis,18,4,Immaculate Heart,female,114.6,0,California,California,2016,0,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
La Reina EP,Loyola,Semis,30,3,La Reina,female,113.9,0,California,California,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Los Altos JN,Loyola,Semis,5,5,Los Altos,male,116,0,California,California,2016,1,non-Powerhouse,instate,1,NA,1,1,0,-1,-1,0,0,NoBid
Los Altos SN,Loyola,Semis,8,5,Los Altos,female,113.7,0,California,California,2016,0,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Marlborough AG,Loyola,Semis,12,4,Marlborough,female,115.3,0,California,California,2016,0,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Meadows AT,Loyola,Semis,25,4,Meadows,female,113.3,0,California,Nevada,2016,0,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Meadows KB,Loyola,Semis,19,4,Meadows,female,114.6,0,California,Nevada,2016,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Oakwood School - North Hollywood JG,Loyola,Semis,34,3,Oakwood School - North Hollywood,male,113.3,0,California,California,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Oakwood School - North Hollywood JS,Loyola,Semis,16,4,Oakwood School - North Hollywood,male,114.9,0,California,California,2016,1,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Palo Alto Independent AL,Loyola,Semis,7,5,Palo Alto Independent,female,115.5,0,California,California,2016,0,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Peninsula KK,Loyola,Semis,1,6,Peninsula,male,116.2,1,California,California,2016,1,Powerhouse,instate,1,NA,1,1,0,-1,-1,0,0,NoBid
Skyline EF,Loyola,Semis,14,4,Skyline,male,115.1,0,California,Utah,2016,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Yucca Valley DA,Loyola,Semis,52,2,Yucca Valley,male,111.1,0,California,California,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Kinkaid SS,Meadows,Quarters,40,3,Kinkaid,male,116,0,Nevada,Texas,NA,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lynbrook AP,Meadows,Quarters,34,3,Lynbrook,female,117,0,Nevada,California,NA,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lynbrook CW,Meadows,Quarters,33,3,Lynbrook,male,117,0,Nevada,California,NA,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lynbrook NS,Meadows,Quarters,22,4,Lynbrook,male,118.2,0,Nevada,California,NA,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Brentwood AR,Meadows,Quarters,58,2,Brentwood,male,112.8,1,Nevada,California,2019,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Brentwood LR,Meadows,Quarters,67,0,Brentwood,female,113.17,1,Nevada,California,2019,0,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Brentwood RY,Meadows,Quarters,38,3,Brentwood,male,116.07,1,Nevada,California,2019,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake MG,Meadows,Quarters,56,2,Harvard-Westlake,male,114.4,1,Nevada,California,2019,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake NP,Meadows,Quarters,28,3,Harvard-Westlake,male,117.7,1,Nevada,California,2019,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake VC,Meadows,Quarters,25,3,Harvard-Westlake,male,118.1,1,Nevada,California,2019,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Arcadia VL,Meadows,Quarters,48,2,Arcadia,male,116.6,0,Nevada,California,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Brentwood WJ,Meadows,Quarters,60,1,Brentwood,male,117,1,Nevada,California,2018,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Clovis North RG,Meadows,Quarters,37,3,Clovis North,male,116.13,0,Nevada,California,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
FSHA (Flintridge) CN,Meadows,Quarters,68,0,FSHA (Flintridge),female,110.2,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
FSHA (Flintridge) ML,Meadows,Quarters,66,1,FSHA (Flintridge),female,108.87,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harker SL,Meadows,Quarters,42,3,Harker,female,115.53,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake WP,Meadows,Quarters,41,3,Harvard-Westlake,male,115.87,1,Nevada,California,2018,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Immaculate Heart DD,Meadows,Quarters,30,3,Immaculate Heart,female,117.23,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
La Reina ES,Meadows,Quarters,53,2,La Reina,female,115.13,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola GC,Meadows,Quarters,54,2,Loyola,male,114.63,1,Nevada,California,2018,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola HF,Meadows,Quarters,57,2,Loyola,male,113.13,1,Nevada,California,2018,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola NT,Meadows,Quarters,63,1,Loyola,male,114.2,1,Nevada,California,2018,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Marlborough MC,Meadows,Quarters,35,3,Marlborough,female,116.73,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto (Independent) BH,Meadows,Quarters,49,2,Palo Alto (Independent),male,116.03,0,Nevada,California,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto (Independent) FZ,Meadows,Quarters,36,3,Palo Alto (Independent),female,116.13,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Sage Ridge SD,Meadows,Quarters,64,1,Sage Ridge,female,113.13,0,Nevada,Nevada,2018,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West CC,Meadows,Quarters,47,2,West,female,116.77,0,Nevada,Utah,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Albany EK,Meadows,Quarters,62,1,Albany,female,114.33,0,Nevada,California,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Cambridge Rindge and Latin OS,Meadows,Quarters,12,4,Cambridge Rindge and Latin,male,119.93,0,Nevada,Massachusetts,2017,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Canyon Springs GG,Meadows,Quarters,45,3,Canyon Springs,male,111.5,0,Nevada,Nevada,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Clark AR,Meadows,Quarters,44,3,Clark,male,115.1,0,Nevada,Nevada,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Crossroads NS,Meadows,Quarters,1,6,Crossroads,male,120.63,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0,NA,1,1,1,0,-1,2,1,Bid
Harker EM,Meadows,Quarters,50,2,Harker,female,115.6,0,Nevada,California,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard-Westlake CE,Meadows,Quarters,15,4,Harvard-Westlake,male,119.47,1,Nevada,California,2017,1,Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Harvard-Westlake EE,Meadows,Quarters,10,4,Harvard-Westlake,male,121.57,1,Nevada,California,2017,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Kinkaid JY,Meadows,Quarters,16,4,Kinkaid,male,119.3,0,Nevada,Texas,2017,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Kinkaid VL,Meadows,Quarters,55,2,Kinkaid,female,114.47,0,Nevada,Texas,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
La Canada AZ,Meadows,Quarters,6,5,La Canada,male,120.37,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
Loyola BS,Meadows,Quarters,19,4,Loyola,male,118.7,1,Nevada,California,2017,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Loyola DW,Meadows,Quarters,31,3,Loyola,male,117.1,1,Nevada,California,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lynbrook VV,Meadows,Quarters,17,4,Lynbrook,male,119.27,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Palo Alto (Independent) CF,Meadows,Quarters,52,2,Palo Alto (Independent),male,115.23,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto (Independent) ET,Meadows,Quarters,43,3,Palo Alto (Independent),male,115.37,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Peninsula JL,Meadows,Quarters,8,5,Peninsula,male,118.87,1,Nevada,California,2017,1,Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
Rowland Hall-St. Mark's KO,Meadows,Quarters,21,4,Rowland Hall-St. Mark's,male,118.4,0,Nevada,Utah,2017,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Sage Ridge AC,Meadows,Quarters,65,1,Sage Ridge,male,113,0,Nevada,Nevada,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West MT,Meadows,Quarters,39,3,West,male,116.03,0,Nevada,Utah,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West NC,Meadows,Quarters,51,2,West,male,115.4,0,Nevada,Utah,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Clements Indepedent FT,Meadows,Quarters,5,5,Clements Indepedent,male,120.87,0,Nevada,Texas,2016,1,non-Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
Greenhill BE,Meadows,Quarters,2,6,Greenhill,male,120.37,1,Nevada,Texas,2016,1,Powerhouse,outofstate,0,NA,1,1,1,1,1,5,1,Bid
Greenhill GB,Meadows,Quarters,7,5,Greenhill,male,119.8,1,Nevada,Texas,2016,1,Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
Greenhill VA,Meadows,Quarters,4,5,Greenhill,male,121.33,1,Nevada,Texas,2016,1,Powerhouse,outofstate,0,NA,1,1,1,1,1,5,1,Bid
Harker KQ,Meadows,Quarters,23,4,Harker,female,118.1,0,Nevada,California,2016,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Harvard-Westlake CC,Meadows,Quarters,3,5,Harvard-Westlake,male,121.63,1,Nevada,California,2016,1,Powerhouse,outofstate,0,NA,1,1,1,0,-1,2,1,Bid
Harvard-Westlake NS,Meadows,Quarters,14,4,Harvard-Westlake,male,119.53,1,Nevada,California,2016,1,Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Interlake AL,Meadows,Quarters,13,4,Interlake,female,119.57,0,Nevada,Washington,2016,0,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Juan Diego Catholic CS,Meadows,Quarters,59,2,Juan Diego Catholic,female,112.62,0,Nevada,Utah,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Kinkaid EH,Meadows,Quarters,27,3,Kinkaid,female,117.8,0,Nevada,Texas,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
La Costa Canyon JC,Meadows,Quarters,26,3,La Costa Canyon,male,117.83,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
La Costa Canyon RL,Meadows,Quarters,18,4,La Costa Canyon,male,118.9,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
La Reina EP,Meadows,Quarters,29,3,La Reina,female,117.53,0,Nevada,California,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Law Magnet DD,Meadows,Quarters,9,5,Law Magnet,male,118.37,0,Nevada,Texas,2016,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Law Magnet JM,Meadows,Quarters,46,2,Law Magnet,male,117.1,0,Nevada,Texas,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola AP,Meadows,Quarters,20,4,Loyola,male,118.7,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Loyola JO,Meadows,Quarters,11,4,Loyola,male,120,1,Nevada,California,2016,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Loyola ZMa,Meadows,Quarters,24,4,Loyola,male,117.63,1,Nevada,California,2016,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Lynbrook SS,Meadows,Quarters,61,1,Lynbrook,female,115.4,0,Nevada,California,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto (Independent) GC,Meadows,Quarters,32,3,Palo Alto (Independent),male,117,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Catonsville NK,Princeton,Semis,141,1,Catonsville,male,107.7,0,New Jersey,Maryland,NA,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Catonsville SL,Princeton,Semis,145,0,Catonsville,female,110.2,0,New Jersey,Maryland,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Half Hollow Hills ML,Princeton,Semis,115,2,Half Hollow Hills,female,110.4,0,New Jersey,New York,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Half Hollow Hills SA,Princeton,Semis,142,1,Half Hollow Hills,female,107.5,0,New Jersey,New York,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Loudoun Valley AS,Princeton,Semis,105,2,Loudoun Valley,female,111.7,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Loudoun Valley EM,Princeton,Semis,128,2,Loudoun Valley,female,108.3,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Newtown AH,Princeton,Semis,29,4,Newtown,female,115.4,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,0,-1,-1,-1,-1,-1,-5,0,NoBid
Newtown CT,Princeton,Semis,146,0,Newtown,male,111.5,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Newtown EJ,Princeton,Semis,139,1,Newtown,female,109.8,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Newtown JW,Princeton,Semis,102,2,Newtown,male,112.5,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Newtown JZ,Princeton,Semis,135,1,Newtown,female,110.4,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Park SZ,Princeton,Semis,114,2,Park,female,110.64,0,New Jersey,New Jersey,NA,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST AK,Princeton,Semis,89,3,Thomas Jefferson HSST,male,111.6,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST AR,Princeton,Semis,22,4,Thomas Jefferson HSST,male,116.2,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,1,0,-1,-1,-1,-1,-3,0,NoBid
Thomas Jefferson HSST FG,Princeton,Semis,84,3,Thomas Jefferson HSST,female,112.3,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST KS,Princeton,Semis,96,3,Thomas Jefferson HSST,male,110.7,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST NBa,Princeton,Semis,83,3,Thomas Jefferson HSST,male,112.4,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST RM,Princeton,Semis,82,3,Thomas Jefferson HSST,female,112.5,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST SK,Princeton,Semis,80,3,Thomas Jefferson HSST,male,112.6,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Thomas Jefferson HSST VTa,Princeton,Semis,61,3,Thomas Jefferson HSST,male,114.2,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Acton Boxborough AW,Princeton,Semis,93,3,Acton Boxborough,female,111.2,0,New Jersey,Massachusetts,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bridgewater Raritan VR,Princeton,Semis,129,2,Bridgewater Raritan,male,107.5,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bronx HS Of Science JJ,Princeton,Semis,77,3,Bronx HS Of Science,female,112.7,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Chaminade DH,Princeton,Semis,97,3,Chaminade,male,109.5,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Chaminade KB,Princeton,Semis,116,2,Chaminade,male,110.36,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Half Hollow Hills NI,Princeton,Semis,76,3,Half Hollow Hills,male,112.8,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Harrison BS,Princeton,Semis,73,3,Harrison,male,113,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Harrison CS,Princeton,Semis,38,4,Harrison,male,114.5,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Harrison LC,Princeton,Semis,51,4,Harrison,female,113.1,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Hunter MS,Princeton,Semis,57,3,Hunter,female,114.5,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Hunter TC,Princeton,Semis,49,4,Hunter,female,113.7,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Hunter TF,Princeton,Semis,54,3,Hunter,female,115.5,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lexington CC,Princeton,Semis,113,2,Lexington,female,110.8,0,New Jersey,Massachusetts,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lexington DW,Princeton,Semis,143,0,Lexington,male,106.5,0,New Jersey,Massachusetts,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
