"","code","tournament","bid","seed","rWon","school","gender","speaks","phouse","location","state","grad","numGender","facPhouse","facInstate","numInstate","trips","doubs","octas","quarters","semis","finals","elimsw"
"1275","LW BR","Central Valley","Finals",17,3,"Lewis and Clark","male",115,0,"Washington",NA,NA,1,"non-Powerhouse",NA,NA,NA,NA,-1,-1,-1,-1,-4
"1276","LW KD","Central Valley","Finals",20,3,"Lewis and Clark","female",112,0,"Washington",NA,NA,0,"non-Powerhouse",NA,NA,NA,NA,-1,-1,-1,-1,-4
"1277","Lynbrook AP","Meadows","Quarters",34,3,"Lynbrook","female",117,0,"Nevada","California",NA,0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1278","Lynbrook CW","Loyola","Semis",48,2,"Lynbrook","male",111.9,0,"California","California",NA,1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1279","Lynbrook CW","Meadows","Quarters",33,3,"Lynbrook","male",117,0,"Nevada","California",NA,1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1280","Lynbrook HW","Loyola","Semis",21,4,"Lynbrook","male",114,0,"California","California","2017",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1281","Lynbrook NA","Loyola","Semis",31,3,"Lynbrook","male",113.7,0,"California","California",NA,1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1282","Lynbrook NS","Loyola","Semis",13,4,"Lynbrook","male",115.2,0,"California","California",NA,1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1283","Lynbrook NS","Meadows","Quarters",22,4,"Lynbrook","male",118.2,0,"Nevada","California",NA,1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1284","Lynbrook SS","Alta","Quarters",46,3,"Lynbrook Independent","female",114.6,0,"Utah","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1285","Lynbrook SS","Meadows","Quarters",61,1,"Lynbrook","female",115.4,0,"Nevada","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1286","Lynbrook VV","Loyola","Semis",26,4,"Lynbrook","male",113.2,0,"California","California","2017",1,"non-Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"1287","Lynbrook VV","Meadows","Quarters",17,4,"Lynbrook","male",119.27,0,"Nevada","California","2017",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1288","Lynbrook YZ","Loyola","Semis",45,2,"Lynbrook","female",112.26,0,"California","California","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1289","MacArt BG","UT","Semis",145,2,"MacArthur","male",83.7,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1290","Maesar Prep JH","Alta","Quarters",17,4,"Maesar Prep","male",116.8,0,"Utah","Utah","2017",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1291","Manchester Essex MI","Princeton","Semis",94,3,"Manchester Essex","male",111.2,0,"New Jersey","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1292","Manchester Essex MI","Yale","Quarters",119,2,"Manchester Essex","male",110.5,0,"Connecticut","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1293","Marcus LH","Grapevine","Semis",13,4,"Marcus","female",86.7,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1294","Marcus NS","Grapevine","Semis",92,1,"Marcus","male",83.2,0,"Texas","Texas","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1295","Marcus SR","Grapevine","Semis",65,2,"Marcus","female",84.3,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1296","Marcus ST","Grapevine","Semis",89,1,"Marcus","female",83.5,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1297","Marlborough AG","Alta","Quarters",5,5,"Marlborough","female",117.12,0,"Utah","California","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1298","Marlborough AG","Glenbrooks","Octas",56,4,"Marlborough","female",144.4,0,"Illinois","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1299","Marlborough AG","Greenhill","Octas",13,4,"Marlborough","female",116.3,0,"Texas","California","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1300","Marlborough AG","Hollywood","Finals",8,5,"Marlborough","female",116,0,"California","California","2016",0,"non-Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"1301","Marlborough AG","Loyola","Semis",12,4,"Marlborough","female",115.3,0,"California","California","2016",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1302","Marlborough AG","St. Marks","Octas",43,3,"Marlborough","female",114.4,0,"Texas","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1303","Marlborough CC","Alta","Quarters",59,3,"Marlborough","female",112.1,0,"Utah","California","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1304","Marlborough CC","Hollywood","Finals",47,2,"Marlborough","female",111.9,0,"California","California","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1305","Marlborough CC","Loyola","Semis",60,1,"Marlborough","female",110,0,"California","California","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1306","Marlborough GK","Alta","Quarters",18,4,"Marlborough","female",116.4,0,"Utah","California","2017",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1307","Marlborough GK","Glenbrooks","Octas",118,3,"Marlborough","female",141.1,0,"Illinois","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1308","Marlborough GK","Greenhill","Octas",65,2,"Marlborough","female",112.7,0,"Texas","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1309","Marlborough GK","Hollywood","Finals",13,5,"Marlborough","female",114.2,0,"California","California","2017",0,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1310","Marlborough GK","St. Marks","Octas",78,2,"Marlborough","female",112.1,0,"Texas","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1311","Marlborough KR","Alta","Quarters",73,3,"Marlborough","female",110.1,0,"Utah","California","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1312","Marlborough KR","Hollywood","Finals",37,3,"Marlborough","female",112.2,0,"California","California","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1313","Marlborough LG","Alta","Quarters",4,5,"Marlborough","female",117.5,0,"Utah","California","2017",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1314","Marlborough LG","Glenbrooks","Octas",85,4,"Marlborough","female",141.4,0,"Illinois","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1315","Marlborough LG","Hollywood","Finals",15,4,"Marlborough","female",115.3,0,"California","California","2017",0,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1316","Marlborough LG","St. Marks","Octas",71,2,"Marlborough","female",113.6,0,"Texas","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1317","Marlborough MC","Alta","Quarters",26,4,"Marlborough","female",114.7,0,"Utah","California","2018",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1318","Marlborough MC","Hollywood","Finals",20,4,"Marlborough","male",113.7,0,"California","California","2018",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1319","Marlborough MC","Loyola","Semis",42,2,"Marlborough","female",112.9,0,"California","California","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1320","Marlborough MC","Meadows","Quarters",35,3,"Marlborough","female",116.73,0,"Nevada","California","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1321","Marlborough ZW","Hollywood","Finals",29,3,"Marlborough","female",113.8,0,"California","California","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1322","Marquette University GP","Apple Valley","Octas",72,3,"Marquette University","male",145.4,0,"Minnesota","Wisconsin","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1323","Marquette University GP","Valley","Octas",88,2,"Marquette University","male",113.5,0,"Iowa","Wisconsin","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1324","Marquette University HL","Apple Valley","Octas",89,3,"Marquette University","male",140.8,0,"Minnesota","Wisconsin",NA,1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1325","Marquette University HL","Glenbrooks","Octas",86,4,"Marquette University","male",141.2,0,"Illinois","Wisconsin",NA,1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1326","Marquette University HL","Valley","Octas",79,3,"Marquette University","male",111.9,0,"Iowa","Wisconsin",NA,1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1327","Marriotts Ridge DK","Wake Forest","Finals",43,2,"Marriotts Ridge","female",112,0,"North Carolina","Maryland","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1328","Marriotts Ridge QC","Bronx","Octas",123,3,"Marriotts Ridge","female",139,0,"New York","Maryland","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1329","Marriotts Ridge QC","Wake Forest","Finals",10,4,"Marriotts Ridge","female",116.5,0,"North Carolina","Maryland","2017",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1330","Marriotts Ridge YL","Wake Forest","Finals",1,6,"Marriotts Ridge","male",116.5,0,"North Carolina","Maryland","2017",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1331","MayCre CR","UT","Semis",130,2,"Mayde Creek","female",84.6,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1332","MayCre SH","UT","Semis",143,2,"Mayde Creek","female",83.8,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1333","McDowell AL","Glenbrooks","Octas",89,4,"McDowell","male",139.4,0,"Illinois","Pennsylvania","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1334","McDowell AL","Princeton","Semis",28,4,"McDowell","male",115.5,0,"New Jersey","Pennsylvania","2016",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1335","McDowell AL","Wake Forest","Finals",21,3,"McDowell","male",114.4,0,"North Carolina","Pennsylvania","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1336","McDowell DS","Glenbrooks","Octas",175,1,"McDowell","male",137.08,0,"Illinois","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1337","McDowell DS","Wake Forest","Finals",37,3,"McDowell","male",110.4,0,"North Carolina","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1338","McDowell JK","Princeton","Semis",131,1,"McDowell","male",112.26,0,"New Jersey","Pennsylvania","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1339","McDowell JK","Wake Forest","Finals",51,2,"McDowell","male",105.8,0,"North Carolina","Pennsylvania","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1340","McDowell ZK","Princeton","Semis",106,2,"McDowell","male",111.5,0,"New Jersey","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1341","McDowell ZL","Princeton","Semis",74,3,"McDowell","male",113,0,"New Jersey","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1342","McQuaid Jesuit FG","Yale","Quarters",129,2,"McQuaid Jesuit","male",109.5,0,"Connecticut","New York","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1343","McQuaid Jesuit LW","Yale","Quarters",148,0,"McQuaid Jesuit","male",107.8,0,"Connecticut","New York","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1344","MD BB","Central Valley","Finals",42,2,"Mead","male",104,0,"Washington","Washington","2016",1,"non-Powerhouse","instate",1,NA,NA,-1,-1,-1,-1,-4
"1345","MD JE","Central Valley","Finals",15,4,"Mead","male",111,0,"Washington","Washington","2017",1,"non-Powerhouse","instate",1,NA,NA,0,-1,-1,-1,-3
"1346","Meadows AT","College Prep","Quarters",53,3,"Meadows","female",113.8,0,"California","Nevada","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1347","Meadows AT","Glenbrooks","Octas",72,4,"Meadows","female",142.9,0,"Illinois","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1348","Meadows AT","Greenhill","Octas",62,2,"Meadows","female",113.4,0,"Texas","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1349","Meadows AT","Loyola","Semis",25,4,"Meadows","female",113.3,0,"California","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1350","Meadows AT","St. Marks","Octas",58,3,"Meadows","female",112.6,0,"Texas","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1351","Meadows ER","Alta","Quarters",47,3,"Meadows","male",114.3,0,"Utah","Nevada","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1352","Meadows ER","Hollywood","Finals",30,3,"Meadows","male",113.8,0,"California","Nevada","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1353","Meadows IO","Hollywood","Finals",64,0,"Meadows","male",108.1,0,"California","Nevada","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1354","Meadows KB","College Prep","Quarters",19,4,"Meadows","female",116.2,0,"California","Nevada","2016",0,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1355","Meadows KB","Glenbrooks","Octas",69,4,"Meadows","female",143.4,0,"Illinois","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1356","Meadows KB","Hollywood","Finals",14,4,"Meadows","male",117,0,"California","Nevada","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1357","Meadows KB","Loyola","Semis",19,4,"Meadows","female",114.6,0,"California","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1358","Meadows KB","St. Marks","Octas",32,4,"Meadows","female",114,0,"Texas","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1359","Meadows LS","Alta","Quarters",3,5,"Meadows","male",118,0,"Utah","Nevada","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,1,0,-1,2
"1360","Meadows LS","Glenbrooks","Octas",38,5,"Meadows","male",144.2,0,"Illinois","Nevada","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1361","Meadows LS","Greenhill","Octas",29,4,"Meadows","male",112.9,0,"Texas","Nevada","2016",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1362","Meadows LS","St. Marks","Octas",29,4,"Meadows","male",114.5,0,"Texas","Nevada","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1363","Meadows SK","Alta","Quarters",19,4,"Meadows","female",115.8,0,"Utah","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1364","Meadows SK","College Prep","Quarters",49,3,"Meadows","female",114.1,0,"California","Nevada","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1365","Meadows SK","Glenbrooks","Octas",97,3,"Meadows","female",142.9,0,"Illinois","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1366","Meadows SK","Greenhill","Octas",46,3,"Meadows","female",113.7,0,"Texas","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1367","Meadows SK","Hollywood","Finals",22,4,"Meadows","female",112.9,0,"California","Nevada","2016",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1368","Medina KS","Princeton","Semis",18,5,"Medina","female",113.5,0,"New Jersey","Ohio","2016",0,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1369","Medina MD","Princeton","Semis",79,3,"Medina","female",112.6,0,"New Jersey","Ohio","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1370","Medina NW","Princeton","Semis",87,3,"Medina","female",112,0,"New Jersey","Ohio","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1371","Midway KB","UT","Semis",138,2,"Midway","female",84.12,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1372","Midway MF","UT","Semis",166,2,"Midway","female",81.2,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1373","Midway SL","UT","Semis",201,0,"Midway","female",81.5,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1374","Millard North GB","Apple Valley","Octas",10,6,"Millard North","male",144.5,0,"Minnesota","Nebraska","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,1,0,-1,2
"1375","Millard North GB","Glenbrooks","Octas",9,6,"Millard North","male",146.7,0,"Illinois","Nebraska","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1376","Millard North GB","Valley","Octas",4,5,"Millard North","male",117.4,0,"Iowa","Nebraska","2017",1,"non-Powerhouse","outofstate",0,1,1,1,0,-1,-1,1
"1377","Millard North PK","Apple Valley","Octas",51,4,"Millard North","female",143.1,0,"Minnesota","Nebraska","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1378","Millard North PK","Valley","Octas",28,4,"Millard North","female",115.62,0,"Iowa","Nebraska","2017",0,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1379","Millard North QR","Valley","Octas",121,1,"Millard North","female",109.3,0,"Iowa","Nebraska","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1380","Millard North RE","Valley","Octas",118,1,"Millard North","male",110.5,0,"Iowa","Nebraska","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1381","Millard North TQ","Valley","Octas",106,2,"Millard North","female",110.8,0,"Iowa","Nebraska","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1382","Millard West CG","Valley","Octas",129,1,"Millard West","female",105.9,0,"Iowa","Nebraska","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1383","Millburn AA","Wake Forest","Finals",24,3,"Millburn","male",113.5,0,"North Carolina","New Jersey","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1384","Millburn AL","Bronx","Octas",110,3,"Millburn","male",140.5,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1385","Millburn CR","Ridge","Finals",66,1,"Millburn","male",81.8,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1386","Millburn CS","Beltway","Semis",16,4,"Millburn","male",114.2,0,"Maryland","New Jersey","2017",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1387","Millburn CS","Bronx","Octas",58,4,"Millburn","male",143.1,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1388","Millburn CS","Princeton","Semis",14,5,"Millburn","male",115.2,0,"New Jersey","New Jersey","2017",1,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1389","Millburn CS","Scarsdale","Semis",14,4,"Millburn","male",115.3,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,NA,0,0,0,-1,-1,-2
"1390","Millburn CS","Valley","Octas",38,4,"Millburn","male",114.6,0,"Iowa","New Jersey","2017",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1391","Millburn CSu","Yale","Quarters",47,4,"Millburn","male",113.6,0,"Connecticut","New Jersey","2017",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1392","Millburn DV","Princeton","Semis",118,2,"Millburn","male",110.2,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1393","Millburn DV","Ridge","Finals",71,0,"Millburn","male",83.7,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1394","Millburn PH","Bronx","Octas",93,3,"Millburn","male",142.5,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1395","Millburn PH","Princeton","Semis",24,4,"Millburn","male",116.1,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,1,1,0,-1,-1,-1,-1
"1396","Millburn PH","Ridge","Finals",36,2,"Millburn","male",85.8,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1397","Millburn PH","Yale","Quarters",40,4,"Millburn","male",114.4,0,"Connecticut","New Jersey","2016",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1398","Millburn WH","Beltway","Semis",9,4,"Millburn","male",116.1,0,"Maryland","New Jersey","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,1,1,1,5
"1399","Millburn WH","Bronx","Octas",12,6,"Millburn","male",144.8,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,1,1,0,-1,-1,-1,-1
"1400","Millburn WH","Princeton","Semis",6,5,"Millburn","male",117.6,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,1,1,1,0,-1,-1,1
"1401","Millburn WH","Ridge","Finals",2,4,"Millburn","male",88.8,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,NA,1,1,1,1,0,4
"1402","Millburn WH","Scarsdale","Semis",3,5,"Millburn","male",116.5,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1403","Millburn WH","Valley","Octas",23,4,"Millburn","male",115.9,0,"Iowa","New Jersey","2016",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1404","Millburn WH","Yale","Quarters",19,5,"Millburn","male",115.5,0,"Connecticut","New Jersey","2016",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1405","Milton AV","Apple Valley","Octas",120,2,"Milton","male",138.9,0,"Minnesota","Georgia","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1406","Mission LS","Valley","Octas",20,4,"Mission","female",116.5,0,"Iowa","California","2018",0,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1407","Mission RS","Valley","Octas",77,3,"Mission","male",112.2,0,"Iowa","California","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1408","Mission San Jose AK","College Prep","Quarters",98,2,"Mission San Jose","male",109.7,0,"California","California","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1409","Mission San Jose Independent SS","Bronx","Octas",7,6,"Mission San Jose Independent","male",147.2,0,"New York","California","2016",1,"non-Powerhouse","outofstate",0,1,1,1,1,1,1,6
